applicationId,startDate,endDate,searchRequests,records,recommendRequests,recordsRatio,searchRequestsRatio,unitsRatio,recommendRequestsRatio,units
0BOLUCHQ0E,2022-10-03,2022-11-02,0,0,0,0,0,0,0,0
